textid	Language	text	target
6799	en	"Heavy is the head that wears the crown
All the people came to hear him speak from miles around
They hung on every word
a song in every sound
Heavy is the head that wears the crown
He touched the sky to light up all the stars
He could snap his fingers
and catch lightning in a jar
I am you and you are me and we are who we are
Touch the sky and light up all the stars
All hail the king whose castle's falling down
The paper prince who wears a cardboard crown
Poor man has his money
Rich man has his gold
All hail the king whose fortune is his soul
He climbed the clouds to heaven's highest hill
When you get that high the earth below looks just
like a blue pill
Gave wind to all his horses
and to all his men good will
When he climbed down from heaven's highest hill
All hail the king whose castle's falling down
The paper prince who wears a cardboard crown
Poor man has his money
Rich man has his gold
All hail the king whose fortune is his soul
He breathed his last they laid him in the ground
False prophets spoke of riches and said
all hail to us now
The faithful wouldn't listen and they never would bow down
He breathed his last they laid him in the ground
All hail the king whose castle's falling down
The paper prince who wears a cardboard crown
Poor man has his money
Rich man has his gold
All hail the king whose fortune is his soul"	Rock
7987	en	"Lay lady lay, lay across my big brass bed
Lay lady lay, lay across my big brass bed
Whatever colors you have in your mind
I'll show them to you and you'll see them shine
Lay lady lay, lay across my big brass bed
Stay lady stay, stay with your man awhile
Until the break of day, let me see you make him smile
His clothes are dirty but his hands are clean
And you're the best thing that he's ever seen
Lay lady lay, stay with your man awhile
Why wait any longer for the world to begin
You can have your cake and eat it too
Why wait any longer for the one you love
When he's standing in front of you
Lay lady lay, lay across my big brass bed
Stay lady stay, stay while the night is still ahead
I long to see you in the morning light
I long to reach for you in the night
Stay lady stay, stay while the night is still ahead"	Rock
7079	en	"(Slippery when wet demo)
I can see the sun goin' down
I still see the cars roll by
I can see that seaside pool
Where we spent those summer nights
And I can hear the moonlit ocean
And I can feel your hand in mine
I can taste the warm free ocean
What a vision in my mind
And I, I lie in waiting
And I'm anticipating the promise, the promise
I remember what you told me
We both sounded so sincere
You said you'd always be my baby
And I said baby I'll always be there
Well I remember our first time girl
I still see the beach that night
I remember we were scared girl
But we both know that it felt so right
Time can never change it
And I'll never break it
The promise, the promise
Was made for nights like this
Seal it with your kiss
The promise, with the promise
Now the summer sun is gone
For the young ones who are left to carry on
The promise, the promise"	Rock
6966	en	"I was lost, then I found you
Never thought it would be this way
Showed you my heart, I left it unguarded
Like a thief in the night you stole it away
Now you're gone
The pain goes on and on
And I still hear you whispering to me
Through the shadows of the night
Love lies, you're just a victim of the headlines
You're running on into a cold night
You're just a number to the love lies
All alone you call it survival
He lost at love to a stranger's lines
Walking the streets, he's searching with vengeance
For a face that he dreams of, night after night
Time goes on, all signs of life stolen
Simple dreams were all broken
Best of times become desperation
But how many tears must you cry to survive
Love lies, you're just a victim of the headlines
You're running on into a cold night
Just a number to the love lies, love lies
Love lies, you're just another victim of the headlines
You're running on into a cold night
Just a number to the love lies, love lies
They met late one night in the city
Both men knew only one would stay
Scratched a picture of a heart on a bullet
And took his life away
Love lies, you're just another victim of the headlines
You're running on into a cold night
Just a number to the love lies, love lies
Love lies, you're just a victim of the headlines
You're running on into a cold night
You're just a number to the love lies, love lies
Love lies, headlines
You're running on into a cold night
You're just a number to the love lies"	Rock
4142	en	"Clothes aren't what they used to be
They don't seem to fit you and me, anymore
Modesty is out the door
Flaunting what we've got and more is in
Yeah, it's in
They're sayin'
""Don't ask why, just wear what we say
You'll look like a model if you'll only obey
To get the attention, just do what we say""
Pay so much for clothes so small
Was this shirt made for me or my doll?
Is this all I get?
I looked so hot but caught a cold
I was doing just what I was told
To fit in
Chorus
We're sayin'
""Let's ask why, don't wear what they say
Don't want to be a model; they can't eat anyway
That kind of attention will fade with the day
So, I'll stand up and say
.
Clothes that fit are fine
Won't show what's mine
Don't change my mind
I'll be fine"	Rock
7027	en	"On the streets where you live girls talk about their social lives
They're made of lipstick, plastic and paint
a touch of secret in their eyes
All your life, all your life all you've asked
When's your daddy gonna talk to you
she was living in an other world
Tryin' to get her message through
No-one heard a single word you said
they should've seen it in your eyes
What was going round your head
Ooh, she's a little runaway
Daddy's girl learned fast
All those things she couldn't say
Ooh she's a little runaway
A different line every night, guaranteed to blow your mind
I see you out on the streets
Combing for a wild time
So you sit home alone 'cause there's nothing left that you can do
There's only pictures hung in the shadows
Left there to look at you
You know she likes the lights at night on the neon Broadway signs
She don't really mind
It's only love she hopes to find
Ooh, she's a little runaway
Daddy's girl learned fast
All those things she couldn't say
Ooh she's a little runaway
No-one heard a single word you said
They should have seen it in your eyes
What was going round your head
Ooh, she's a little runaway
Daddy's girl learned fast
All those things he couldn't say
Ooh she's a little runaway
Daddy's girl learned fast
Now she was the night away"	Rock
9183	en	"I saw you when you came in this morning
All chummy with somebody new
And I was all alone this morning
In sorrrow still loving you
I know it shows, I'm broken hearted
This feelin' just won't go away
I've been so lonesome since we parted
And I'll be blue again in school today
Lonely school days do I have when you
Come to school with someone new
In my deepest sorrow over losing you
Lonely school days keep me blue
I saw you eating in the lunch room
Right where we used to sit and dine
With someone snugged up close beside you
Enjoying pleasures that were mine
You talk to them along the hallways
You walk with them to classes too
You leave and go with them of evenings
And I go home alone and blue."	Rock
876	en	"You've got a gift to give, and
The shadows come and go, and
You've got a gift to get, oh
Rough trade
Rough trade
I'm not preaching, I just wanna tell you
Don't buy what these people will sell you
I'm not preaching, I just wanna tell you
I made a rough tradeadam with the citizen vein live on stage (kat club?)
Always gonna get 'em all right
No, never gonna get 'em this time
Always gonna get 'em
My daddy raised by the sinner
Told devil lies with dinner
Three meals, the ones to have holy crusade
Rough trade
You gotta be careful lyin'
While keeping it real cool, lyin'
You gotta be careful lyin', yeah
Rough trade
Never gonna follow the fold
And I'm always gonna travel this road
Never gonna follow
Only before it's done
Suck on a smokin' gun
Make like a hit and run
Woah oh oh oh
Only before it's done
Suck on a smokin' gun
Make like a hit and run
Woah oh oh oh
Only before it's done
Suck on a smokin' gun
My daddy raised by the sinner
Told devil lies with dinner
Three meals, the ones to have holy crusade
Rough trade
And I'm always gonna get 'em, alright
I'm always gonna get 'em that's right
I'm always gonna get 'em"	Pop
4869	en	"put me in a hole in the ground
with the money and the towel
and the women all runnin' around
can't complain about the mess
momma killed the only dress
now she's longin' for the pines
watch my troubles all unwind
drinkin' gasoline and wine
catch a chill off the stove
on the train they cannot feel
lost my head beneath the wheel
now she steals my body home
the trees are fake, the air is dead
the birds are stuffed with poison lead
and the ground is much too clean
and if it's only me who's scared
strap 'em to the electric chairs
ring the moon like a broken bell
when she drags you from the hill
daddy's gonna burn down the still
we can watch it from the rooftop
lay in to the fryin' pan
now she kisses her own hand
with the fiddle on the fire
I took a leap into the fog
sleepin' on a hollow log
now I'm coughin' with no mouth
you can keep yourself inside
but you know you cannot lie."	Pop
5315	en	"I wish somebody would empty my head
I am so sorry for the things that I've said
This hopeless feeling that's living inside
I'm just a lonely soul who's trying to find
Some peace of mind
I ain't no hero who's gonna save you
I just say ""hi"" as I'm passing right through
I ain't that crazy, I'm only here for the ride
So please forgive me
While I'm trying to find
Some peace of mind
Read in between the lines
Truth that is neither black nor white
Black nor white
Just give me something real
Broken man still searching for the light
In the night
Caught In the middle as the front line falls
It looks like I don't stand a chance
If only I could turn my life around
Or is this just the circumstance"	Rock
5222	en	"What is this that stands before me?
Figure in black which points at me
Turn around quick, and start to run
Find out I'm the chosen one - Oh no!
Big black shape with eyes of fire
Telling people their desire
Satan's sitting there, he's smiling
Watch those flames get higher and higher
Oh no, no, please God help me!
Child cries out for his mother
Mother's screaming in the fire
Satan points at me again
Opens the door to push me in
Oh No!
This is the end my friend
Satan's coming 'round the bend
people running 'cause they're scared
You people better go and beware!
No! No! Please! No!"	Rock
4	en	"My heart is beating faster can't control these feelings
anymore,
I've waited long enough I want it more than
anyone,
Its time to step up and deliver what you want to see,
My blood is pumping now this is how its gonna be,
Its 45 minutes of love,
I wanna see you push and you shove,
I'll show you just how far too go,
Its time to loose all control,
Its a feeling,
I can't control these feelings anymore,
Believe me,
My heart is racing and I can't seem to get
enough,
Am I dreaming,
Just like a drug but I know its just
adrenaline, go,
Just feel it,
Ooooh my heart is beating faster,
My adrenaline reaches its limit I can feel it taking
over me,
My head is spinning and it seems like I
can hardly breathe,
You get a taste its like a drug that you don't wanna
leave,
So if you want it let me see you put your fists in the
air,
Its 45 minutes of love,
I wanna see you push and you shove,
I'll show you just how far too go,
Its time to loose all control,
Its a feeling,
I can't control these feelings anymore,
Believe me,
My heart is racing and I can't seem to get
enough,
Am I dreaming,
Just like a drug but I know its just
adrenaline, go,
Just feel it,
Ooooh my heart is beating faster,
My heart is beating faster can't control these feelings
anymore,
I've waited long enough I want it more than
anyone,
Its time to step up and deliver what you want to see,
My blood is pumping now this is how its gonna be,
Its a feeling,
I can't control these feelings anymore,
Believe me,
My heart is racing and I can't seem to get
enough,
Am I dreaming,
Just like a drug but I know its just
adrenaline, go,
Just feel it,
Ooooh my heart is beating faster,
Its 45 minutes of love,
My heart is beating faster."	Rock
3051	en	"A stranger to most, but everyone knows his name
The city he wakes up in is never the same
It gets hard to count the days
with only stars to lead the way
And in his heart of gold he knows this has to change
So send me home
I have lost my way
And I don't even know if we'll make it through today
Take another step, take another breath
I fill my lungs with deepest regrets
And I don't know if I'll make it home again
It gets a little harder day by day
The loneliness is swallowing me
I listen to the silence to hear what it might say
Who will pick me up again?
I need you here, I need a friend
We'll get lost on time that's stolen
So take my hand and send me home
So send me home
I have lost my way
And I don't even know if we'll make it through today
Take another step, take another breath
I fill my lungs with deepest regrets
And I don't know if I'll make it home again
Take all that I've got
All I need is one more moment
I just have to end this torment
Take all that I've got
We'll get lost on time that's stolen
Take my hand and lead me home again
Just take my hand
So send me home
I have lost my way
And I don't even know if we'll make it through today
Take another step, take another breath
I fill my lungs with deepest regrets
And I don't know if I'll make it home again"	Metal
5691	en	"What were doing here, now no one knows
The thoughts, the thing that's I don't know
Maybe this is all a nightmare
Your laughter ends in darkness
You can do what you want to
I need some time alone
Between what answers
I need some time alone
You don't talk to me
You don't notice me
You don't talk to me
You don't notice me
Maybe this is just a nightmare
Your laugher end in darkness
Not in the mood, not just to justify
Not in the mood to think of what a lie
You can do what you want to
I need some time alone
Between what answers
I need some time alone
You don't talk to me
You don't notice me
You don't talk to me
You don't notice me."	Pop
3124	en	"When I first came to this island
that I called by own name
I was happy in this fortress,
in my exile I remained
But the hours grew so empty
and the ocean sent her waves
In the figure of a woman
and she pulled me out to sea
Chorus
When you come down to take me home
send my soul away
When you come round you'll make me whole
send my soul away
On the altar of a sunrise
was a wedding in the waves
And inside her shown a young light
from her labor I was saved
Though I've traveled long in darkness
in her harvest I'm embraced
Chorus
When you come down to take me home
send my soul away
When you come round you'll make me whole
send my soul away
Now the spires and the gables
grow in orchards to the sky
And the blessings on my table
multiply and divide
Chorus
When you come down to take me home
send my soul away
Yeah when you come round you'll make me whole
send my soul away
Yeah when you come down to take me home
when you come round you'll make me whole
Yeah when you come round to take me home
Send my soul away
send my soul away
Send my soul away
send my soul away"	Rock
2491	en	"You were hungry for life
Then you took mine
Left me so hollow
And I was eager to play
To give you all of me
For what I will never know
Well I'll rest my eyes
And I'll let the earth breathe
And I'll bide my time
I'll let the earth breathe
You wiped the smile from our face
Our saving grace
Our lasting passion
And with a knife in our soul
We realize
We will not feel it
Well I'll rest my eyes
And I'll let the earth breathe
And I'll bide my time
I'll let the earth breathe
Well it's all I am
And it makes me feel at home
And I must be mad
And I must not care at all
Well I want my life
And I feel it taking on
'cause it left me here
And it left me all alone
Well I'll rest my eyes
I'll let the earth breathe
And I'll bide my time
I'll let the earth breathe
Well I'll rest my eyes
I'll let the earth breathe
And I'll bide my time
I'll let the earth breathe"	Metal
3854	en	"Parched, cracked mouths, empty swollen guts
sun?baked pavement encroaches on us
haves and have?nots together at last
brutally engaged in mortal combat
10 in 2010
what kind of God orchestrates such a thing?
10 in 2010
ten billion people all suffering
10 in 2010
truth is not an issue just hungry mouths to feed
10 in 2010
forget what you want, scrounge the things you need
happy and content it can't happen to you
10 in 2010
fifteen years we'll think of a solution
10 in 2010
it won't just appear in one day
10 in 2010
for ten in twenty?ten we're well on our way
like piercing ear darts, I heard the news today
10 in 2010
10 billion people...coming your way

by DaRkRRF"	Pop
4777	en	"AHHRRRRHHHH!!!
you only got one finger left,
and it's pointing at the door,
and your taking for granted,
what the lords laid on the floor,
so i'm picking up the pieces
and i'm puttin' them up for sale,
throw your meal ticket out the window,
put your skeletons in jail
cause lord only knows it's gettin' late
the censors are gone, so don't you hesistate,
give yourself a call,
letcha' bottom dollars fall
throwin your tube of cans down the drain.
invite me to the seven seas,
watch some seasick man.
you'll do whatever you please,
and i'll do whatever i can.
titanic family well,
my eyes are turning pink
don't call us when the new age,
gets old enough to drink,
cause lord only knows it's getting late,
your censors are gone so don't you hesitate,
move on up the hill,
theres nothing there, left to kill,
throwin' your tube of cans down the drain...
yeah...
órale
órale
órale
órale
órale
órale
just passin' through...
órale
órale
órale
órale...........
dYow!
goin' back to houston,
do the hot dog dance,
goin' back to houston,
to get me some pants.............."	Pop
7509	en	"In the fields of the lord
Stood Abel and Cain
Cain slew Abel 'neath the black rain
At night he couldn't stand the guilt or the blame
So he gave it a name
So he gave it a name
So he gave it a name
Billy got drunk, angry at his wife
He hit her once, he hit her twice
At night he'd lie in bed, he couldn't stand the shame
So he gave it a name
So he gave it a name
So he gave it a name
Pa told me ""Son, one thing I know is true
Poison snake bites you, you're poison too""*
At night I can feel that poison runnin' 'round my veins."	Rock
6457	en	"The winter wind is a blowing strong
My hands have got no gloves
I wish to my soul that I could see
The girl I'm a-thinking of
Don't you remember me babe
I remember you quite well
You caused me to leave old Kingsport Town
With a high sheriff on my trail
High sheriff on my trail, boys
High sheriff on my trail
All because I'm falling for
A curly-headed dark-eyed girl
Who's a-gonna stroke your cold black hair
And sandy colored skin
Who's a-gonna kiss your Menphis lips
When I'm out in the wind
When I'm out in the wind, babe
When I'm out in the wind
Who's a-gonna kiss your Memphis mouth
When I'm out in the wind
Who's a-gonna walk you side by side
And tell you everything's alright
Who's a-gonna sing to you all day long
And not just in the night
Who's a-gonna walk you side by side
Who's a-gonna be your man
Who's a-gonna look you straight in the eye
And hold your bad luck hand
Hold your bad luck hand, babe
Hold your bad luck hand
Who's a-gonna hold your hard luck hand
And who's a-gonna be your man
The winter wind is a blowing strong
My hands have got no gloves
I wish to my soul I could see
The girl I'm a-thinking of.."	Rock
6293	en	"Words and music by Bob Dylan
By and by, I'm breathin' a lover's sigh
While I'm sittin' on my watch so I can be on time
I'm singin' love's praises with sugar coated rhyme
By and by, on you I'm castin' my eye
I'm paintin' the town, swingin' my partner around
Well I know who I can depend on, I know who to trust
I'm watchin' the road, I'm studyin' the dust
I'm paintin' the town, makin' my last go-round
Well I'm scufflin' and I'm shufflin' and I'm walkin' on briars
I'm not even aquainted with my own desires
I'm rollin' slow, I'm doin' all I know
I'm tellin' myself I've found true happiness
That I still got a dream that hasn't been repossessed
I'm rollin' slow goin' where the wild roses grow
Well, the future for me is already a thing of the past
You were my first love and you will be my last
Papa gone mad, Mama she's feelin' sad
Well, I'm gonna baptize you in fire so you can sin no more
I wanna establish my rule through civil war
Gonna make you see just how loyal and true a man can be."	Rock
1148	en	"Met a woman, she had a man
Couldn't help it, I had a plan
Right around midnight he was gone
Saw her red light, she left it on
And oh my heart's done time
And oh now she's mine
If there's a reason for these chains
It's like we suffer to ease the pain
Now I got this feelin inside of me
My heart's in jail and I can't break free
And oh my heart's done time
And oh now she's mine
Now she's mine
Now she's mine
Now she's mine
Now she's mine
And oh my heart's done time
And oh now she's mine
Now she's mine
Now she's mine
Now she's mine"	Rock
574	en	"There was a friend of mine on murder
And the judge's gavel fell
Jury found him guilty
Gave him sixteen years in hell
He said ""I ain't spending my life here
I ain't living alone
Ain't breaking no rocks on the chain gang
I'm breakin' out and headin' home
Gonna make a jailbreak
And I'm lookin' towards the sky
I'm gonna make a jailbreak
Oh, how I wish that I could fly
All in the name of liberty
All in the name of liberty
Got to be free
Jailbreak, let me out of here
Jailbreak, sixteen years
Jailbreak, had more than I can take
Jailbreak, yeah""
He said he'd seen his lady being fooled with
By another man
She was down and he was up
He had a gun in his hand
Bullets started flying everywhere
And people started to scream
Big man lying on the ground
With a hole in his body
Where his life had been
But it was
All in the name of liberty
All in the name of liberty
I got to be free
Jailbreak, jailbreak
I got to break out
Out of here
Heartbeats they were racin'
Freedom he was chasin'
Spotlights, sirens, rifles firing
But he made it out
With a bullet in his back"	Rock
3769	en	"Theres a prophet on a mountain and he's making up dinner
With long division and writing crop
Anybody can feel like a winner
When it's served up piping hot
But the people aren't looking for a handout
They're america's working corps
Can this be what they voted for?
Let them eat war [x2]
That's how to ration the poor
Let them eat war [x2]
There's an urgent need to feed
Declining crime
From the force to the union shops
The war economy is making new jobs
But the people who benefit most
Are breaking bread with their benevolent hosts
You never stole from the rich to give to the poor
All they ever gave to them was a war
And a foreign enemy to deplore
Let them eat war [x2]
That's how to ration the poor
Let them eat war [x2]
There's an urgent need to feed
Declining crime
We've got to kill 'em in the end
Before they reach for their checks
Squeeze some blue collars
Let them bleed from their necks
Seize a few dollars from the people who sweat
Cause it's freedom or death and they won't question it
At a job site the boss is god like conditioned
Workhorses park at a stoplight seasoned
Vets with their feet
In nets a stones throw away from a rock fight
But not tonight,
Feed ‘em death
Here comes another ration (feed them death)
Cause they're the finest in the nation (feed them death)
But there's nothing left to feed them
When it's freedom or it's death
Let them eat war [x2]
That's how to ration the poor
Let them eat war [x2]
There's an urgent need to feed"	Pop
4146	en	"For the beauty of the earth,
For the glory of the skies;
For the love which from our birth,
Over and around us lies;
Lord of all, to Thee we raise
This, our hymn of grateful praise.
For the wonder of each hour,
Of the day and of the night;
Hill and vale and tree and flow'r,
Sun and moon, and stars of light;
Lord of all, to Thee we raise
This, our hymn of grateful praise.
For the joy of ear and eye,
For the heart and mind's delight;
For the mystic harmony,
Linking sense to sound and sight;
Lord of all, to Thee we raise
This, our hymn of grateful praise.
For the joy of human love,
Brother, sister, parent, child;
Friends on Earth and friends above,
For all gentle thoughts and mild;
Lord of all, to Thee we raise
This, our hymn of grateful praise."	Rock
853	en	"I seem to be so fucking lucky lately
I found the key to endless treasure
My heart is pumping and I like what I see
You give me joy and give me pleasure
I'm on an easy ride
I got my jewels I got a rock and
No one can break my stride
I'm coming hard with heavy pockets
But I'm not gonna keep it
That's why I open up my bag and let it go
Blow my cash up big, fat and hit the road, whoa
Pots of gold won't do little brother
If you don't share your love with one another
Flash don't matter
Love wins over glamour
(you got to love baby)
(you got to love)
We're strong alone with all my riches 'round me
Couldn't get over all the diamonds
I tried to roll in all my gold but honey
There was no love that it could shine on, shine on
Love was far out of sight
I was unsatisfied
I wanna do it right
I need to love tonight
That's why I open up my bag and let it go
Blow my cash up big, fat and hit the road, whoa
Pots of gold won't do little brother
If you don't share your love with one another
Flash don't matter
Love wins over glamour
I got the secret code (yeah)
So stand up and get a clue from me
Cold hard cash leave you cold
If you get hot then baby, come with me
Come on
Come on and get it
Come on and get it
That's why I open up my bag and let it go
Blow my cash up big, fat and hit the road whoa
Pots of gold won't do little brother
If you don't share your love with one another
Cause love is the key
To open sesame
You got the key
You want the key
You got the key
You need the key
You got the key
You need the key
You got the key
Is loving, loving me
Love wins over glamour"	Pop
5919	en	"I'm in the phone booth, it's the one across the hall.
If you don't answer, I'll just ring it off the wall.
I know he's there, but I just had to call.
Don't leave me hanging on the telephone.
I heard your mother, now she's going out the door.
Did she go to work or just go to the store?
All those things she said, I told you to ignore.
Oh why can't we talk again?
Don't leave me hanging on the telephone.
It's good to hear your voice, you know it's been so long.
If I don't get your calls then everything goes wrong.
I want to tell you something you've known all along.
Don't leave me hanging on the telephone.
I had to interrupt and stop this conversation.
Your voice across the line gives me a strange sensation.
I'd like to talk when I can show you my affection.
Oh I can't control myself!
Don't leave me hanging on the telephone.
Hang up and run to me! Oh!"	Pop
9358	en	"Ooh she's just a broken doll - she ain't no
Use at all - since you've been gone
Ooh she's just a broken toy - she's no ones
Pride and joy - look what you've done
You had her on a string
You made a fool of her
And that's an awful thing
She thought she'd paid her fare
Now you've gone and you just don't care
You can't wind her up - she's a broken doll
You can't wind her up - altough the key fits
You can't wind her up - she's a broken doll
Someone's thrown away all the pieces
Now you've played your wicked game
Don't you feel no shame
Look what you've done!
Now she's just a broken girl while you're
All around the world - having your fun
She had you in her heart
You made a fool of her right from the very start
She thought she'd paid her fare
Now you've gone and you just don't care
You can't wind her up - she's a broken doll
You can't wind her up - altough the key fits
You can't wind her up - she's a broken doll
Someone's thrown away all the pieces
Ooh she's just a broken toy - she's no ones
Pride and joy - look what you've done
You had her on a string
You made a fool of her
And that's an awful thing
She thought she'd paid her fare
Now you've gone and you just don't care"	Rock
6614	en	"I paid fifteen million dollars, twelve hundred and seventy-two cents
I paid one thousand two hundred twenty-seven dollars and fifty-five cents
See my hound dog bite a rabbit
And my football's sittin' on a barbed-wire fence
Well, my temperature rises and my feet don't walk so fast
Yes, my temperature rises and my feet don't walk so fast
Well, this Arabian doctor came in, gave me a shot
But wouldn't tell me if what I had would last
Well, this woman I've got, she's filling me with her drive
Yes, this woman I've got, she's thrillin' me with her hive
She's calling me Stan
Or else she calls me Mister Clive
Of course, you're gonna think this song is a riff
I know you're gonna think this song is a cliff
Unless you've been inside a tunnel
And fell down 69, 70 feet over a barbed-wire fence
All night!."	Rock
6002	en	"We don't wear that uniform;
paper men from pages torn right off the press :
suits for the regime.
The media's gone and had a baby.
Seventh wave, another navy.
I live in America: gridlock on the street.
Tell that girl you like her badge.
Tell that man you're the Nazz.
Tell them you're not the last walking in parade.
Dressed to test you up the road.
Tighter than the latest clothes.
Close the circle, walk in row, walking in parade.
Why don't you walk like me?
Walk like me?
Walk like me?
Carrying the standard stick and marrying the politik.
You won't know tomorrow what went down today.
Look at me; I'm in tune: references around my room.
Just another secret school, another cycle going by.
You never looked like that.
Don't look like me.
Don't take it back.
You never had a name like that, never had a color.
Walking like a millionaire.
walking on imported air.
Change the way you comb your hair and watch what you walk under.
Why don't you walk like me?
Walk like me?
Walk like me?
Walk like me?"	Pop
9163	en	"As I walked down the street
Seems everyone I meet
Gives me a friendly æŒello!?br> Guess I'm just a lucky so and so
Birds in every tree
Seem all so near to me
They sing wherever I go
Guess IæŠ¦ just a lucky so and so
If you should ask me the amount
In my bank account
I would have to confess
That IæŠ¦ slippin?br> But, that donæŠ° worry me
Confidentially, I got a dream that IæŠ¦ tip in
And when the days through
Each night, I hurry to
Home where love ways I know
Guess, IæŠ¦ just a lucky so and so
If you should ask me the amount
In my bank account
I would have to confess
That IæŠ¦ slippin?br> But, that donæŠ° worry me
Confidentially, I got a dream that IæŠ¦ tip in
And when the days through
Each night, I hurry to
Home where love ways I know
Guess, IæŠ¦ just a lucky so and so
Woo!
Just a lucky so and so.."	Rock
4495	en	"They can't catch me never gonna find me
They're never gonna know that I'm the High Plains Drifter
Pulled over to the river to take a rest
Pulled out a pair of pliers and pulled the bullet out of my chest
Fear and loathing across the country listening to my 8 track
Reached behind the seat and grabbed a Kool from the pack
Long distance from my girl and I'm talking on the cellular
She said that she was sorry and I said yeah the hell you were
Check my rear view mirror check the gold tooth display
Check the odometer and I was on my way
Cause I'm a high plains drifter the best that you can get
A strapped shoplifter a pirate on cassette
Bust a Travis Bickle when I feel that I'm getting pushed
Don't step to me or you're gonna get mushed
Doing 120 plowing over mail boxes
Radar detector to tell me where the cops is
Spend another night at the Motel 6
It's five dollars extra get the porno flicks
Concoct a black and tan in my brandy snifter
I'm a kleptomaniac K-Mart shoplifter
Cash flow getting low so I had to pull a job
I found a nice place to visit but a better place to rob
Left the car outside with the engine still revvin'
Time to get busy at 7-Eleven
Went inside to make my withdrawal
I would've took what he had had had I had to take it all
Knucklehead deli tried to gyp me on the price
So I clocked him off the turban with the bag of ice
Mellow like Jell-O cool like lemonade
Made my getaway and I thought that I had it made
I feel like Steve McQueen a former movie star
Look in my rearview mirror seen a police car
Ballantine quarts with the puzzle on the cap
I couldn't help but notice I was caught in a speed trap
Dirty Mary Crazy Larry on the run from Dirty Harry
Stash the cash in the dash but my gun I did carry
I'm seeing blue and red flashing deep in the night
I got my alibi straight and I pulled over to the right
Cop knocked on my window and said Boy where's the fire
you've got a mailbox on your bumper and a bald front tire
*Outta the car longhair* your goose is cooked
Read me my rights fingerprinted and booked
Makin' like a D.T
driving a Gran Fury
Wherever I hang my hat's my home and my past is kind of blurry
Every dog will have its day and mine will be in front of a jury
I'm the High Plains Drifter and I'm never in a hurry
Read me my rights as if I didn't know this
Threw me in the tank with the drunk called Otis
With his five o' clock shadow he smelled of 3-day old beer
My man turned to me and said why are you here?
I said I'm charming and dashing I'm rental car bashing
Phony paper passing at Nix Check Cashing
Went before the judge he sent me to the Brooklyn House of D.
He said you behave son or we'll throw away the key
Harry Houdini'd out the cuffs I kicked the screw in the knee
Took the bailiff's wallet and went straight to O.T.B.
I had a good feeling easy come easy go
I bet on one horse to win and your mother to show
And sure enough that nag came in
Brought my ticket to the window and collected my win
Broke into my new car with a wire coat hanger
Hot wired hot wheeled and *Suzy is a headbanger*."	Rock
8173	en	"Oh, I'm a swinging daddy
And I love that jive
Just wind me up
And I'll come alive
Throw me a woman
With style and grace
Then stand back, buddy
And give me space
Kicked off her shoes
And I messed her hair
And I watch a real
Swinging pair
Well, give me a boogie
With a real wild beat
I love a crazy rhythm
'Cause it's my need
Swing me a woman
Who can move about
And I swing it to a rhythm
And I swing it stout
Kicked off her shoes
And I messed her hair
And I watch a real
Swinging pair, hey, bop
I'm not the one
And I won't be found
Running into walls
For a two-step down
But a real cool boogie
Hits the spot
So crank up the band
And let's get hot
Well, I'm a swinging daddy
And I love that jive
Just wind me up
And I'll come alive
Throw me a woman
With style and grace
Then stand back, buddy
And give me space
Kicked off her shoes
And I messed her hair
And I watch a real
Swinging pair"	Rock
