textid	text	label
630	"Se cai a noite tudo vai fluir e me levar pra onde o vento for Tive a lua pra me conduzir, só voltei quando a luz do sol raiou Bem ""loco"" não tanto quanto Hannibal, mas louco sim Que faz um muito com pouco din Enfim de louco todo mundo tem, 1% ou 2, eu tenho quase 100 Sem me entorpecer, nasci entorpecido e apressado, com 7 meses chega o indivíduo Mais um comum desse povo e essa noite tá tão louca que eu quero nascer de novo Do sereno eu sou, o que é que a noite tem pra dar? Mulheres, histórias, ressacas Do sereno eu sou, o que é que a noite tem pra me dar? Perigos, loucuras, vergonhas, sei lá Se jogar é viver, celebrar, só lazer Meu caminho só a noite pode guiar É nóiz outra vez no ar A noite não acabou o efeito vai surtir Se a madruga obtém o que é melhor de mim Eu tô sempre na fé que me ilumina e eu sei que tenho o tempo a favor Só saio daqui quando o sol se abrir, só saio se o DJ quiser fugir E desce mais uma que é hora do som brilhar Hoje eu tô tipo Charlie Sheen pra causar Do"	Indie
631	Pode pensar e não olhar talvez não sinta nada mais do que falei pra te conquistar você parece tão vulgar quero encontrar uma razão mais forte do que a solidão que não vai embora e faz sofrer demais não sei se o que tomei vai acalmar a dor se é forte o suficiente pra me entorpecer talvez uma garota estranha faça você morrer por uma noite ou de uma vez porque voltou pra	Metal
632	Deixa eu ver como será enfim uma vida inteira sem você Deixa eu me acostumar assim a não ter nada do que era meu Sei que será difícil pra nós dois e que o tempo pode nos afastar E assim eu vou deixando pra depois tudo o que um dia veio pra me salvar Sem querer eu fui gostar de ti e ainda não sei explicar O porquê que tanto eu senti quando você mostrou não se importar Dizer adeus	Metal
633	Tranqüilas avenidas Portas entreabertas Frestas em quartos sem ar Sincopados passos lentos No cimento a chuva cinza Talvez não ter você poder sonhar O tempo vai dizer Quem sabe um dia ainda A gente pode se encontrar... Tudo fica melhor Depois da chuva O asfalto reflete neons e faróis É melhor... O rosto ao vento Lembrado Você entre os lençóis... O vento traz seu	Metal
634	Um dia eu também vou desaparecer Acontece comigo acontece com você Você não se da conta e não esta nem ai Mas tudo que começa um dia chega ao fim Você pode ser linda loira sensual Um dia você também vai se dar mal Se você quer me dizer alguma coisa Diga agora não deixe pra depois Tudo que eu sinto pode ir embora Diga agora não deixe pra depois Tive pensando em muitas coisas Pra te fazer entender Que esse nosso universo Não gira	Metal
635	O que te faz ficar assim? Quando as palavras não conseguem explicar E com alguém é bem melhor O equilíbrio é tão difícil de alcançar Dentro de nós nasceu a força de vontade Para vencer Eu acredito na igualdade Onde estiver escrevo o que não foi escrito Quando não conseguir dormir Pense em algo que te faça relaxar Pense que estou por aí Ansioso pra pode me derramar Sobre	Metal
636	Mudam os tempos E você parece nem ligar O mundo gira Não saimos do lugar Você sugere que as coisas mudem do seu jeito E não entende Que tudo tem seu preço Quanto tempo faz Nem me lembro mais E não espero que você se lembre O que a gente faz não se volta atrás Não se arrepende Os seus livros não te trazem nada de melhor Não sou	Metal
637	Os dias passam e as noites ficam sem por que Estou sozinho E sem medo de me perder Meus olhos chamam os seus Como o frio desperta o calor Inofensivo mas capaz de trazer a dor Todo o encanto se acaba Por que o sol tem que morrer Não quero, mas enxergo tarde O que sinto por você Mesmo tão diferente do que possa parecer Mesmo que o inferno seja o preço pra te ter Tudo começa como um dia chega ao fim Sonhos que apagam o que você	Metal
638	quem não sonhou como um dia o universo conspira a nosso favor deixa pra traz toda a negatividade que há no ar, escolher ser feliz. você é como eu, a sua trilha já te escolheu a nossa fila correu hoje não tem nada que me faça olhar pra traz hoje é pra sempre a minha história vc faz hoje eu só tenho tudo o que vc perdeu hoje é dia de buscar o que a vida prometeu olhar pro chão e	Metal
639	Fiquei acordado ao teu lado Pra ver as horas passarem Não faz sentido a vida Se os dois lados Não se encontrarem Não vejo um céu estrelado Somente um temporal em você O que os olhos não vêem E o coração não sente E é tão difícil perceber Que ela dança Quando escuta a música tocar Se	Metal
640	Falam da nossa geração Quem é você?Quem são seus pais? Querem dizer quem devo ser Sabem o que me satisfaz Eu não quero mais viver assim Aqui não é mais o meu lugar Se eu não fizer quem vai fazer por mim Você não precisa me	Metal
641	Vamos todos escutar o que eles têm pra nos dizer Somos fáceis de manipular por quanto tempo ainda vamos crer? Que um dia isso tudo vai mudar que o que eles dizem vai acontecer Num mar de lama vão nos afogar e a gente ainda finge que não vê Quais são os seus ideais? O que é preciso fazer? Quando ninguém se importa mais... Outro ano se passou e uma resposta	Metal
642	Tentei mudar, não consegui Me afastar, dizer adeus... Posso esperar, não prosseguir Vejo através dos olhos teus... Eu olho pro nada, não vejo graça... suas palavras foram sempre iguais O dia perfeito, eu teria feito... todas as coisas que eu não fui capaz Eu quis lutar, não desistir Imaginar, tentar viver... Vou consertar, não destruír Não quero mais do que posso ter... Eu olho pro nada, não vejo graça... suas palavras foram sempre iguais O dia perfeito, eu teria feito... todas as coisas que eu não fui capaz Eu olho pro nada, não vejo graça... suas palavras foram sempre iguais O dia perfeito, eu teria feito... todas as coisas que eu não fui capaz Tentei	Metal
643	Ela chegou a me dizer tudo o que eu queria ouvir Pra tentar me segurar Falava coisas sobre alguém que invadiu seu coração Fingindo não se importar Meias verdades não vão mais me convencer Porque eu não quero mais você Menina, menina! Eu não quero mais você Menina, menina! Eu vim aqui pra te dizer Todas as juras de amor que um dia eu fiz pra ti Acabam de se apagar Promessas falsas sem valor Ilusões de uma paixão Isso nunca	Metal
644	Não vou mentir Nossos segredos não importam mais Eu me entrego aqui Na sua luz vou recomeçar Quero estar longe dessa dor, dessa falta de amor Quero ser capaz de confiar em alguém Posso ouvir a sua voz, está tão perto de nós Pronto pra voar, quero ir mais além Refrão Meu Sol é tua voz me chamando Sem	Metal
645	Olhe em meus olhos, Pra perceber, Estou distante, Não pode ver, Meu próprio sangue, É caro demais, Estou sozinho, me deixe em paz, Meu caso é raro, é incomum, Desconhecido, sem mal algum, Meus olhos choram por você, Não me dizem o que fazer, Não deite perto, Já é tarde pra mim, Por que que tudo, tem que ser assim, Estou blefando, meus pensamentos, Talvez guardando,	Metal
646	Noites em claro ou dias de alegria, você estava lá Tanto pra dizer e eu não sabia por onde começar Se hoje e só hoje, você pudesse me ouvir, eu agradeceria Agora trilho minha vida, não tenho medo da vida E só eu sei o quanto você Refrão Me fez crescer, me fez lutar Não me sentir tão fora do lugar Me fez gostar de quem eu sou Me fez crescer, me fez lutar Me deu motivos pra acreditar Me fez gostar	Metal
647	Eu morreria por você Mesmo que isso te deixasse mais feliz Só mais um dia, só mais alguém pra se lembrar Eu sei que isso vai passar O que eu diria pra você Se eu tivesse um pouco mais sua atenção Já não te vejo mais faz tanto tempo Não sei pedir perdão Nem mesmo se eu pudesse Ler teus pensamentos Nem mesmo se eu quisesse Deixar o tempo apagar meus sentimentos O	Metal
648	Hora certa pra chegar A incerteza vai me deixar falhar Tão poucos passos Minhas pernas não conseguem dar Acho melhor esperar Mais uma dose e a minha chance vai passar Outro segundo Não posso mais esperar Eu quero te dizer Que às vezes penso em você Não posso mais pensar No que eu tenho pra falar Já não importa Se você me quer ou não Chegou a hora de sair dessa solidão Sei que tento não lembrar Daquilo tudo que eu te fiz acreditar Às vezes penso se não vai ser bem	Metal
649	Só agora eu percebi o quanto custa acreditar num sonho que não pôde vingar você foi como a luz do sol que veio pra iluminar a noite que parecia não ter fim E só nós mesmos poderiamos mudar isso tudo O segredo e a promessa se quebrou E só nós mesmos poderiamos	Metal
650	às vezes eu penso que eu não saio dessa sem desistir de ter você aqui gosto de falar poucas palavras sem pensar no que vai ser entre eu e você deixe o sol ficar aqui bem perto de mim, como você deixo o sol ficar aqui meu mundo é melhor, com você às	Metal
651	Perco tempo E faço coisas que você parece nem notar Tantos planos e outra vez eu vou embora sem saber o que falar Talvez eu seja só um novo amigo talvez eu queira te levar comigo Pra bem longe daqui Onde nem o céu seja o limite Esperei o tempo Falar por mim Coisas que eu não sei dizer Olhando pra você Sei que vejo Você de um jeito que	Metal
652	Promete que nos veremos logo. Promete que isso não vai ficar assim. Não consigo suportar a falta do teu olhar... Promete que vamos ficar de novo. Promete que comigo será feliz. E mesmo essa distância, não vai roubar você de mim... Quanto tempo mais vou agüentar ficar sem te abraçar? Sinto a falta do calor que encontro no nosso amor... Promete que nos veremos logo. Promete que isso não	Metal
653	Mudam os tempos e você parece nem ligar O mundo gira e não saímos do lugar Você sugere que as coisas mudem do seu jeito E não entende que tudo tem seu preço Quanto tempo faz nem me lembro mais Não espero que você se lembre O que a gente faz não se volta atrás E não se arrepende Os seus vícios não te fazem se sentir melhor	Metal
654	Por que não fui capaz? Quando aprendemos a mentir? O que você deseja mais? Por que escolhemos ser assim? No fim somos todos iguais. Quanto tempo se passou? Quem vai cuidar dos nossos pais? Será que existe mesmo um Deus? Porque você ficou pra trás? Sem mais eu não consigo entender... Se vamos todos terminar num mesmo céu Tantas batalhas pra ganhar nenhum troféu. Será que no fim das contas eu não soube dar	Metal
655	Outra vez o sol insiste em me cegar Eu já nem sei como acordei nesse lugar A noite parecia me levar Pessoas tão vazias a me rodear Mas a festa estava mesmo boa Que eu quase não podia ouvir A solidão que em mim ecoa Um beijo pra me distrair Cantando pra comemorar De novo tudo que eu já vi E o teu sorriso como antes Me diz pra onde ir E a música te faz dançar De um jeito que faz sentir Que o tempo para nesse instante E eu volto a me trair Quer saber? Não ligo pra o que vão falar Se eu já ganhei a fama de não me importar Eu digo tudo que você quer escutar Mas quando acordo só quero que você se vá Pra o mais distante da minha vida Que você possa caminhar Assim	Metal
656	"Ela sempre me pergunta ""Você está bem?"" Penso e digo ""Devo estar bem pois meu coracão ainda bate?!"" Quando na verdade sinto a solidão congelar meu coração por não ter você do meu lado. Passo momentos de alegria com você mesmo estando longe, pois tudo o que é bom dura o tempo necessário para ser inesquecível. Cadê você meu baby? Pois cada noite que cai só penso em você. Só penso em você meu baby! Não quero ti perder, porque não existe outra igual a você. Estou procurando por você meu baby? Faça meus sonhos se realizarem, a solidão não quer parar de machucar. Acordo tentando achar dias felizes para minha vida E quando encontro minha segunda parte de meu coração, percebo que ele esta longe de mim. Estou vivendo esperando o dia que seremos para sempre...(vivendo esperando). Cadê você meu baby? Pois cada noite que cai só penso em você. Só penso em você meu baby! Não quero ti"	Metal
657	Quando bate a solidão Nos obriga sempre a encarar Coisas que se escondem no porão Esmagando o nosso peito Por que há uma sombra que me persegue Em todo lugar que eu vou Desfigurando e destruindo Tudo o que eu fui e o que eu sou Eu daria	Metal
658	Pensa em mim como um amigo Algo assim Afinal meu atrevimento é natural Deixa eu ser o escravo dessa maldição Pra compreender que as meninas tem maior intuição Olho pro céu e vou Pintando o céu de azul Esse é meu sonho azul Eu quero ver o seu paladar ansioso pra experimentar Brisa vem me trazendo o frescor	Metal
659	Esquece essa mágoa no seu rosto Tudo passa, eu aprendi, pode acreditar Corações e mentes se completam pra enfrentar A rejeição e a condição imposta pra viver Basta não duvidar de mim Refrão Você não sabe quem eu sou Então vem tentar me responder Somos ódio e amor E	Metal
660	Eu não quero te agradar nem pedir que se ponha em meu lugar Posso até não mais sentir mas vou fingir e sorrindo te abraçar . Se fazer a coisa certa não dá mais Eu devo mentir? eu posso falhar ? Pra mostrar pra todo mundo quem eu sou . Eu quero te enganar e te fazer sofrer Dizer que te amo pra te convencer Vou usar seu corpo e te trazer a dor E dizer que tudo é por amor . Faço o que é melhor pra mim pra você pode parecer o fim Somos todos	Metal
661	Te levar Drive Composição: Pack Quero te trazer pra perto e conseguir Te mostrar que não sou mais um que te quer Vou provar que posso te fazer feliz Colocar o mundo inteiro aos teus pés Fiz essa canção pra te mostrar que eu fui sincero ao dizer Que eu vou te levar, pra voar comigo pelo azul do céu Ver o brilho dos teus olhos cor de mel Te mostrar que ainda é tempo pra sonhar Te trazer de volta pro verde do mar Tenho medo que você não vá sentir O que eu	Metal
662	É tão dificil perceber Que esse medo só te leva Pra longe de mim Eu quero e tem que ser assim ?? O que você chama de amor Não pode me satisfazer é preciso Ir até o fim Tem coisas que não se pode fugir Tem coisas que não	Metal
663	Olhos abertos digo um bom dia a solidão, levanto e vou sem direção. Tantas pessoas tantos caminhos pra seguir, não vejo nada ao meu redor Tento esquecer mais sei de cor, tenho uma história pra contar Se o meu lugar não é aqui pra onde devo ir então E o que me faz não desistir?não quero mais viver em vão Um pouco de	Metal
664	Tão difícil de explicar Eu já pensei em desistir Não consegue demonstrar Então não posso prosseguir Sei que uma escolha errada pode nos levar Por uma outra estrada pra um outro lugar E assim eu vou tentando melhorar Vou me perdendo aos poucos sem notar Que eu já não tenho mais pra onde ir Que o meu destino é te fazer sorrir E eu só preciso te falar Vou embora antes do fim (Talvez por medo) E assim desisto de tentar (Um outro jeito) Melhor que tudo acabe assim (E no silêncio) O tempo possa te apagar Sei que uma escolha errada pode nos levar Por uma outra estrada pra um outro	Metal
665	Não peço desculpas Por não poder te dar algo melhor Meus olhos perseguem Sinais que possam me levar De volta pra você Eu quero a chance de tentar trazer você pra mim Eu já passei do tempo de brincar de ser feliz De quê adiantaria de tudo eu ter Se aqui do meu lado Não esta você Não tem sentido E além das lembranças te encontrar E a cada manhã te reconquistar Tudo que eu sempre quis	Metal
666	Prometo que nunca mais vou jurar Por coisas que não vou cumprir Respostas não quero mais encontrar Preciso só me distrair Não pense que o tempo foi jogado fora Quem sabe foi você que não soube aproveitar Fica difícil quando todos vão embora Mas quem sou eu pra te julgar Por que sei que é tão fácil desistir Que somos fracos e não vamos conseguir Queria estar errado, (queria estar errado) Queria estar errado, (queria estar errado) Desculpe se não foi como esperava Eu nunca quis	Metal
667	Muita coisa foi dita Em pouco tem sem se falar Muita coisa foi feita Você não entende porque fui embora Eu quero coisas que não posso tocar Desse lugar Eu sei que fiz tudo errado Agora volto pra	Metal
668	"""A new Age Dawns"" Prologue Numquam remotiores ab"	Metal
669	Quaestio nostra est aeterna Ultima requies	Metal
670	Dominus Sum Rerum Gestarum Mearum Heresque Sum Rerum Omnium A Me Gestarum Ortus Ex Natus Ex Meis	Metal
671	Nos sumus conjuncti Fontem nostram quaerentes Originem sciendi Nos pleni vigoris Quo	Metal
672	Solve Mentem A molestis Mentem ad	Metal
673	Solve mentem A molestis Mentem ad concretum dirige	Metal
674	Lutar pelo que é seu O que restava da justiça morreu Tua guitarra velha, câmera de merda Filmando tudo o que esqueceu Tente somar o que restou Tudo o que o tempo ainda não apagou Tua gola cansada, a tatuagem apagada Do som que sempre gostou Sempre que tento me lembrar Onde estou e onde eles foram parar Ainda cabe mais um copo pra brindar Lembrar de tudo no mesmo lugar Saber que o nosso sangue ainda corre em você Lembrar de tudo no mesmo lugar Saber que o nosso sangue ainda corre em você Lutar pelo que é seu O que restava da justiça morreu Tua guitarra velha, câmera de merda Filmando tudo o que esqueceu	Metal
675	Enquanto o sol não cair Depois que a chuva passar O outono será... Enquanto o sol não cair Depois que a chuva passar O outono será (frio intenso) Olhar pra trás faz desanimar Mesmo que você ainda esteja lá (eu queria enxergar) Bem mais do que as estrelas podem me mostrar	Metal
676	A única razão Que os sentimentos vão 3 Anos após o fim Bem mais que o tempo Bem mais que as horas, vão deixar Os sentimentos, para tentar se recordar Que os segundos que eu sonhei junto de ti Só te trouxeram o fim pra perto de nós dois Eu sei que o tempo não parou Que as horas	Metal
677	Não olhe nos meus olhos Não olhe nos meus olhos Não olhe nos meus olhos Quando eu te disser que acabou Não olhe nos meus olhos Pra tentar recomeçar Ainda tento encontrar a saída certa Para os olhos de quem nunca quis enxergar E você não imagina um sentido e um caminho Que te leva pro final A venda dos teus olhos	Metal
678	Tento encontrar, não vai adiantar Por que Stella nunca mais voltou Nada mais tem cura Eu estou de volta a sua rua O teto não caiu O chão não se abriu O efeito não passou E quem sacrificou Você não sente que o passado Esteve tão presente Nunca esteve tão presente Você não sente que o passado Esteve tão presente	Metal
679	Não tente corrigir os erros Chegou a hora de pagar O teu defeito é obra do desejo E quem negou deve aceitar Deve aceitar discórdias Tais discursos não vão me prender Te prendem à memórias Tuas mãos	Metal
680	A tua máscara cedeu Vale de sombras floresceu No teu jardim rega mentiras A tua máscara cedeu Vale de sombras floresceu No teu jardim rega mentiras Plante um pouco de verdade Só pra ver se na metade Cresce algo em sua vida	Metal
681	Agora a porra ficou séria Eu tô olhando na tua cara Quero ver se tua farsa Resiste ao tapa da desgraça Tua vergonha é só um pretexto A humilhação é só um terço De tudo o que está por vir E o que restar verás cair Aqui não, aqui não Não vem, porque aqui não Aqui não, aqui não	Metal
682	Deixe que carregue o teu corpo Desloquem tua alma E renasça um novo espírito Não deixe que carreguem o teu corpo Desloquem a tua alma E renasça um novo espiríto Pensa que é mais esperto Enganar a morte e o resto O teu caminho tá traçado (e é você que irá pagar!) Implorou pela sua vida E rezou por mil perdões Agora espera que a morte (seja pura ilusão!) Tentou fugir tentou correr Pensou em até se esconder Mas o que você não sabia Que já marcaram a tua vida! Vai implorar pra viver, implorar pra	Metal
683	Enquanto o sol não cair Depois que a chuva passar O outono será... Enquanto o sol não cair Depois que a chuva passar O outono será (frio intenso) Olhar pra trás faz desanimar Mesmo que você ainda esteja lá (eu queria enxergar) Bem mais do que as estrelas podem me mostrar	Metal
684	Não sou tão fraco O quanto transpareço Não sou completo Diante dos meus erros (fracas vontades) Foi forte o bastante Pra esquecer o que passou E mesmo assim Não vou deixar nos abalar Os erros que se foram Memorias que eu já esqueci Tá tudo ao contrario Nada cura a dor de	Metal
685	Lutar pelo que é seu O que restava da justiça morreu Tua guitarra velha, câmera de merda Filmando tudo o que esqueceu Tente somar o que restou Tudo o que o tempo ainda não apagou Tua gola cansada, a tatuagem apagada Do som que sempre gostou Sempre que tento me lembrar Onde estou e onde eles foram parar Ainda cabe mais um copo pra brindar Lembrar de tudo no mesmo lugar Saber que o nosso sangue ainda corre em você Lembrar de tudo no mesmo lugar Saber que o nosso sangue ainda corre em você Lutar pelo que é seu O que restava da justiça morreu Tua guitarra velha, câmera de merda Filmando tudo o que esqueceu	Metal
686	Vai lembrar que a sorte está do lado de lá Sem perceber que as cartas foram dadas pra você Pra você que não quer enxergar Que esse jogo ainda dá pra vencer Nem um blefe vai adiantar Mas agora é só vendo pra crer A vida é um jogo, nem sempre vai ganhar! Então faça a sua aposta, aqui é sorte ou azar! A vida é um jogo, nem sempre vai ganhar! Então faça a sua aposta,	Metal
687	Parece que eu não vi Tem que pagar pra ver Agora que eu cresci Vejo acontecer Vejo acontecer coisas piores Cada dia que se vai A luz no fim do túnel Não acenderá para ninguém! Eu espero pessoas melhores Pra cuidar do que eu não vejo Concedi o meu poder Para o mais forte merecer Caído em sua volta Deserto de dor sem glórias Terra marcada de sequelas	Metal
688	Enquanto suas lembranças Não recair angústias Eu estarei feliz Eu estarei feliz assim Preciso superar todas as perdas E acreditar que vai (ser melhor assim) O por quê da separação Da saudade das suas mãos Não solte minha mão agora O teu olhar apenas me salvou De tentar achar motivos Pra querer (se	Metal
689	Eu deveria ter me importado menos, bem menos Eu deveria ter me importado mais, bem mais Todas as verdades que eu deveria ter contado Todas as mentiras, eu deveria ter contado Vou te falar que eu cansei Eu	Metal
690	Os meus sonhos não vão Me mostrar a dor... E as vontades se vão junto de você E prevalece sempre a dor no meu coração E é assim que vai ser Eu só queria que os meus sonhos fizessem efeito Incontrolável vontade de viver com os meus medos Por	Metal
691	(é o barulho do vento lá fora que incomoda) (o rastro de luz da porta que te ofusca) (sentimentos alheios) Então volta pra ficar Perdoar mais uma vez Incapaz de ser feliz Comigo outra vez De longe vejo que errei Não da mais pra consertar As falhas	Metal
692	Um passado seco e o futuro manchado, Meus coração em um leilão, Ele sai à oferta mais alta. Vivo rápido, e sei que a perderei, Mas há uma opção, morrer é viver cabeça dela. Portanto me suspenderei, nunca abandonarei. Cavei esta dor no meu peito. [Refrão]: Em vez disso, Uma última chance de reverter esta maldição, Você roubou o meu coração mas o tive primeiro. E agora vejo que você tem algo à provar, E nada para perder, então me deixe te dizer a verdade. Um desejo mortal, mas isso deveria vir mais cedo, Um cadáver em um funeral que eu nunca atenderia. Há uma luz nos fundos desta casa, Mas você não está perto, morrer é viver na cabeça dela. Portanto me suspenderei, nunca abandonarei. Cavei esta dor no meu peito. [Refrão]: Em vez disso,	Metal
693	"¿Usted puede perdonarme de nuevo? Voce pode perdoar-me denovo Yo no sé lo que yo dije Eu não sei oque eu disse Pero yo no quise herirlo Mas eu não quis feri-lo Yo oí que las palabras salen Eu sei que as palavras saem Yo me sentía que yo me moriría Eu sentia que iria morrer Hirió tanto para herirlo Fiz tanto para feri-lo Entonces usted me mira Então voce me olha Usted ya no es gritando Voce ja não está gritando Usted está silenciosamente roto Voce esta silencioso,queto Yo daría algo ahora Eu daria qualquer coisa agora para matar esas palabras para usted Para destruir essas palavras que falei a voce Cada tiempo que yo digo a algo que yo siento yo lloro ""yo no quiero al loseyou."" Cada minuto que eu digo alguma coisa , eu chorro “Eu não quero perder-te. Pero de algún modo yo sé que usted nunca me dejará,"	Metal
694	Nesse mundo pecar é besteira Nós escolhemos morte à inocência E nesse mundo não é o nosso dinheiro que é mal São as pessoas que preferem isso à vida E meu coração não pode acreditar nesse assassinato E eu não serei alimentado pelas mentiras Ou pela vida que só foi criada para ser morta, é assassinato Não importa tão duro eles tentem E não importa quão alto eles chorem Eles não podem comprar seus lugares no céu Não importa quão duro eles tentem Não importa quão alto eles subam a escada Eles não vão alcançar o céu E eles não conseguem ver as vidas inocentes O sofrimento inútil E meu coração quer desfazer todo esse assassinato	Metal
695	Nós somos jovens Mas temos coração Nascer nesse mundo enquanto ele se acaba Nós somos fortes E não pertencemos Nascer nesse mundo enquanto ele se acaba Eu vejo as crianças na chuva igual ao desfile antes da dor Eu vejo o amor, Eu vejo Ódio, Eu vejo esse mundo que podemos fazer Eu vejo a vida, Eu vejo céu, Daria tudo para te ver voar Sim, nós balançamos essa bandeira de ódio, mas foram vocês que a fizeram vendo a beleza de nossas mentiras passando em frente aos meus olhos Eu escuto o Ódio em todas as suas palavras Todas as guerras que nos machucam Ficamos fartos oh tão fartos, Nunca quisemos tudo isso medicações para crianças que já não tem motivos para viver Então nós marchamos para os tambores dos amaldiçoados enquanto chegamos Vendo queimar no sol - Somos muitos! Nós somos jovens Mas temos coração Nascer nesse mundo enquanto ele se acaba Nós somos fortes E não pertencemos Nascer nesse mundo enquanto ele se acaba Enquanto andamos entre essas sombras, nessas ruas, nesses campos de batalha Pegando, Usando a medalha, levante suas mãos com velas acesas Nos escute susurrar no escuro, na chuva você vê a	Metal
696	Eu me sinto distante de você, eu sinto sua falta Onde você está, não consigo dormir e nem consigo sonhar (Só consigo te imaginar) Eu te quero toda pra mim, (você não sabe o quanto) O quanto que você faz falta pra mim (Só consigo te imaginar) Porque você não vem pra mim e fala que me ama do jeito que eu sempre te amei Porque você não vem pra mim e fala que me ama	Metal
697	Não dá mais, já não posso, não consigo esconder Impossível controlar minha vontade de você É maior que tudo e tudo bem Acredita em mim... Já mudei e provei que não sou mais, nem sei quem sou Eu duvido que isso tudo não seja amor... Meu amor... Eu quero saber se você não quer me beijar Olha pra mim, duvido você negar Que agora eu sou quem você sempre quis Te ver assim, linda, tão linda pra mim Linda, tão linda pra mim É tudo que eu sempre quis... Não	Metal
698	Sem você eu cheguei a pensar Em não mais viver Vou sangrar até morrer Se você não ficar Eu só quero ser Eterno pra você Só depende de nós Me beija e não para Dessa vez será pra sempre Vá em frente Seu cheiro me enlouquece Fico louco só de te ver Não consigo mais me conter Se partir eu não vou mais existir Minha vida chega ao fim Eu só quero ser Eterno	Metal
699	Demorei muito pra te encontrar Agora quero só você Teu jeito todo especial de ser Eu fico louco com você Te abraço e sinto coisas que eu não sei dizer só sinto com você meu pensamento voa de encontro ao teu será que é sonho meu Tava cansado de me preocupar quantas vezes eu dancei E tantas vezes que eu só fiquei chorei, chorei Agora eu quero ir fundo lá na emoção Mexer teu coração salta comigo alto e todo mundo vê que	Metal
700	Agora eu sei por que tudo acabou Eu sei fui eu que errei de nada adiantou fugir Fugir pra longe de mim. Agora eu sei que nada vai fazer voltar O tempo que nós dois sorrimos sem pensar E eu que pensei Nunca ter um fim. Você pode até tentar fugir, Mas pra sempre vai estar aqui, No meu coração Você pode até tentar fugir, Mas pra sempre vai estar aqui, No meu coração Eu sei você mostrou o que eu não pude ver E agora é tão difícil tentar te esquecer E eu Eu tento entender	Metal
701	Hoje eu parei pra escutar meu coração Que só fala de você Desde quando eu te vi Hoje as lembranças já fazem parte desta canção que eu escrevi só pra você REFRÃO: Nós vamos estar Juntos mesmo quando não estamos perto Já não importa mais o que ficou pra trás Agora é só eu e você! Venha e me mostre como tudo deve ser Marcou minha história mesmo sem querer Como tudo deve ser Eu nunca achei alguém pra ser feliz Mas em você tem algo que me diz Que tudo vai ser bem melhor pra mim E você vem em câmera lenta Agora sua imagem	Metal
702	Não quero mais saber o que eles vão dizer Sobre o que eu vou fazer ou sobre o que eu não vou ser O caminho é longo, eu sei E eu vou fazer valer Cada segundo que eu passo sem dizer porque Vou mergulhar mais fundo, Sair do quarto escuro Vou descobrir o que é melhor pra mim Que profissão eu quero Futuro que eu espero Vou encontrar o que me faz feliz Sem saber o que vai ser (vai ser) Sem saber o que vai ser Se é pra eu tentar ser alguém bem melhor Deixa eu tentar ser quem eu sou Ganhar ou perder, tanto faz, não importa Eu quero é mais ser quem eu sou Agora eu te quero, depois eu já não sei Mas quando estamos juntos nada mais importa aqui Será que eu tenho sorte? Será que é ilusão? De ver que a minha história foge dessa confusão Eu vou pular mais	Metal
703	Ela não vai mais te esperar Outra vez Se tudo que vai, um dia tem que voltar É sua vez Então vá atrás, corra mais Pra aquilo que sempre quis Não vá deixar o tempo acabar Sem querer eu me entreguei As horas passam sem você Eu já não sei o que fazer Outra vez só você pode trazer tudo de volta Tô esperando aqui na porta Ela não vai mais te esperar Outra vez Quero acreditar que tudo vai se acertar No final Então vá atrás, corra mais Para aquilo que sempre quis Não vá deixar o tempo acabar Sem querer eu me entreguei	Metal
704	Hoje estou bem triste, pois sei que tudo está decidido. Te quero tanto Mas não adianta só eu te querer Temos que tentar resistir e seguir, sem esmurecer Já não há nada a fazer Temos que parar de sofrer por sofrer, sem saber porque Pois a vida começa outra vez Eu que não suporto perder você Mas é inevitável nossa separação; todos os momentos vão se perder, temos que aceitar O amor acabou para nós Daquele amor só temos pra salvar as lembranças Te quero tanto	Metal
705	Não diga nada, Deixe que o tempo mostre Que o destino só depende das escolhas de hoje E de nossas promessas. Não vou embora, Até que você diga Quem esteve do seu lado Quando mais queria Apenas olhe pra mim. Mas se tem que ser assim, Então seja o que for. Tô com saudades de você E essa dor é tão ruim, Promete pra mim Que isso vai passar Quando você voltar. Quero te ver bem Melhor se for comigo, Porque ficar sem você É meu pior castigo Apenas olhe pra mim. Mas se tem que ser assim, Então seja o que for. Tô com	Metal
706	Tudo que eu faço é por ti Nunca duvide de mim Quando eu te digo Eu amo você Sou o que sou e não vou esconder Nem vou mudar por ninguém A não ser por você Que me faz viver Vou melhorar cada vez, Mas eu vou ficar com você... Eu sou seu pra vida inteira! Diga que me quer, diga que me quer! Diga o que sente quando me vê Não sofro mais não volto atrás Diga que me quer, diga que me quer, diga! Diga outra vez	Metal
707	Eu sou feito de você Quero bem de quem não quer o mal Presta atenção, me diz Na real, qual é A verdade entre a sua e a minha Onde está a verdade? Verdade Pra que tanta hipocrisia? Somos um ou somos nada Fomos feitos para amar E não para matar Pra que tanta hipocrisia? Se igualdade é uma mentira Eu sou feito de você Não sei por que não há perdão Se essa é a nossa evolução Presta atenção, me diz Na real, qual	Metal
